Gene	ERR1797969	ERR1797970	ERR1797971	ERR1797972	ERR1797973	ERR1797974
IBPFAHIO_02677	439	623	534	4356	3368	3502
IBPFAHIO_02678	321	335	309	380	440	369
IBPFAHIO_02679	618	715	628	998	1242	1230
IBPFAHIO_02680	2034	2244	2085	2869	2704	2465
IBPFAHIO_02681	3731	5171	4234	15168	19237	17924
IBPFAHIO_02682	64	86	69	292	244	236
IBPFAHIO_02683	11	20	15	21	9	19
IBPFAHIO_02684	0	0	0	2	0	1
IBPFAHIO_02685	3	2	0	1	1	0
IBPFAHIO_02686	1	1	1	0	0	0
IBPFAHIO_02687	29	36	29	38	33	38
IBPFAHIO_02688	0	0	0	0	0	0
IBPFAHIO_02689	19	38	29	57	32	34
IBPFAHIO_02690	6	3	2	9	11	10
IBPFAHIO_02691	0	0	1	0	1	0
IBPFAHIO_02692	4	3	2	1	3	2
IBPFAHIO_02693	0	0	0	1	1	0
IBPFAHIO_02694	0	0	0	0	0	0
IBPFAHIO_02695	5	2	3	3	9	8
IBPFAHIO_02696	1646	1861	1665	1016	927	934
IBPFAHIO_02697	763	840	755	383	334	317
IBPFAHIO_02698	5	7	3	9	16	14
IBPFAHIO_02699	21	19	20	39	62	49
IBPFAHIO_02700	0	2	0	0	0	0
IBPFAHIO_02701	13	21	10	32	35	43
IBPFAHIO_02702	5	3	6	18	7	6
IBPFAHIO_02703	4	7	6	17	15	11
IBPFAHIO_02704	17	19	17	39	71	53
IBPFAHIO_02705	50	62	57	122	133	129
IBPFAHIO_02706	36	56	38	56	52	52
IBPFAHIO_02707	30	38	42	71	81	49
IBPFAHIO_02708	47	64	70	693	740	714
IBPFAHIO_02709	99	119	113	478	477	412
IBPFAHIO_02710	209	216	239	1064	1019	941
IBPFAHIO_02711	1569	1594	1446	2998	2609	2423
IBPFAHIO_02712	96	124	99	149	161	130
IBPFAHIO_02713	30	37	33	29	42	23
IBPFAHIO_02714	9	6	7	17	12	10
IBPFAHIO_02715	25	23	30	34	27	24
IBPFAHIO_02716	11	19	17	38	31	26
IBPFAHIO_02717	2	2	5	7	3	2
IBPFAHIO_02718	14	12	13	11	14	8
IBPFAHIO_02719	24	26	25	17	15	12
IBPFAHIO_02720	7	14	16	10	11	7
IBPFAHIO_02721	10	6	12	13	22	9
IBPFAHIO_02722	36	58	37	59	63	40
IBPFAHIO_02723	26	30	33	43	35	38
IBPFAHIO_02724	0	1	0	0	0	1
IBPFAHIO_02725	0	0	0	0	0	0
IBPFAHIO_02726	1336	1662	1548	507	611	573
IBPFAHIO_02727	6	7	6	9	10	5
IBPFAHIO_02728	3	2	3	1	2	1
IBPFAHIO_02729	48	64	63	71	58	67
IBPFAHIO_02730	67	71	43	69	75	61
IBPFAHIO_02731	1039	1215	1149	703	724	653
IBPFAHIO_02732	130	157	158	64	73	70
IBPFAHIO_02733	43	40	43	73	68	65
IBPFAHIO_02734	11	6	7	14	8	10
IBPFAHIO_02735	11	14	7	17	22	25
IBPFAHIO_02736	7	11	14	12	20	20
IBPFAHIO_02737	40	43	37	61	54	50
IBPFAHIO_02738	37	52	45	74	54	67
IBPFAHIO_02739	0	0	0	1	0	0
IBPFAHIO_02740	275	344	311	817	823	792
IBPFAHIO_02741	29	36	44	65	78	60
IBPFAHIO_02742	196	225	171	309	218	198
IBPFAHIO_02743	126	151	136	141	120	111
IBPFAHIO_02744	317	378	388	298	353	249
IBPFAHIO_02745	305	328	296	302	307	257
IBPFAHIO_02746	0	0	0	0	0	0
IBPFAHIO_02747	8	10	13	20	20	20
IBPFAHIO_02748	4	8	2	8	9	8
IBPFAHIO_02749	19	18	24	10	20	11
IBPFAHIO_02750	313	397	335	2751	2796	2344
IBPFAHIO_02751	29	56	41	373	237	234
IBPFAHIO_02752	161	180	186	740	786	654
IBPFAHIO_02753	0	1	0	0	0	0
IBPFAHIO_02754	2	2	3	1	3	2
IBPFAHIO_02755	55	69	47	75	56	54
IBPFAHIO_02756	40	41	40	58	47	45
IBPFAHIO_02757	52	46	45	68	59	51
IBPFAHIO_02758	17	20	16	12	12	10
IBPFAHIO_02759	10	6	9	3	11	6
IBPFAHIO_02760	68	88	91	48	34	46
IBPFAHIO_02761	50	47	51	57	58	46
IBPFAHIO_02762	108	121	111	19	29	29
IBPFAHIO_02763	14094	15402	14538	1944	2115	1826
IBPFAHIO_02764	2530	2791	2675	2254	2256	2000
IBPFAHIO_02765	1945	2298	2110	2130	2186	1779
IBPFAHIO_02766	7	6	15	10	25	21
IBPFAHIO_02767	166	212	164	146	170	140
IBPFAHIO_02768	78	87	91	50	38	48
IBPFAHIO_02769	480	575	566	450	476	485
IBPFAHIO_02770	317	379	311	303	304	272
IBPFAHIO_02771	268	364	307	247	232	244
IBPFAHIO_02772	165	189	167	210	196	184
IBPFAHIO_02773	3	4	8	3	5	5
IBPFAHIO_02774	8	4	5	8	26	18
IBPFAHIO_02775	61	85	73	35	34	29
IBPFAHIO_02776	45	47	57	81	101	100
IBPFAHIO_02777	33738	37799	32875	1035	992	843
IBPFAHIO_02778	10100	11560	9677	567	569	456
IBPFAHIO_02779	2772	3089	2673	215	175	185
IBPFAHIO_02780	200	238	175	50	50	34
IBPFAHIO_02781	263	304	283	63	61	67
IBPFAHIO_02782	42	50	47	10	10	12
IBPFAHIO_02783	32	62	58	23	26	21
IBPFAHIO_02784	762	895	774	728	750	663
IBPFAHIO_02785	16	18	16	20	35	27
IBPFAHIO_02786	448	478	400	423	348	368
IBPFAHIO_02787	2	3	3	3	3	0
IBPFAHIO_02788	128	169	149	113	136	93
IBPFAHIO_02789	79	124	90	217	172	165
IBPFAHIO_02790	543	626	592	665	654	616
IBPFAHIO_02791	49	56	58	131	180	159
IBPFAHIO_02792	377	425	388	592	605	560
IBPFAHIO_02793	7	11	4	37	61	72
IBPFAHIO_02794	318	412	326	498	517	510
IBPFAHIO_02795	436	493	438	496	492	466
IBPFAHIO_02796	19	28	40	16	25	23
IBPFAHIO_02797	124	148	147	129	122	78
IBPFAHIO_02798	235	254	232	277	293	258
IBPFAHIO_02799	200	201	186	344	270	261
IBPFAHIO_02800	1489	1679	1498	2506	2498	2295
IBPFAHIO_02801	21	25	22	43	34	26
IBPFAHIO_02802	0	0	1	2	2	2
IBPFAHIO_02803	59	95	89	42	51	45
IBPFAHIO_02804	8	17	15	35	39	33
IBPFAHIO_02805	2	4	5	4	1	1
IBPFAHIO_02806	26	25	37	7	7	0
IBPFAHIO_02807	206	183	185	187	130	155
IBPFAHIO_02808	193	213	208	83	76	70
IBPFAHIO_02809	624	804	720	227	240	227
IBPFAHIO_02810	963	1123	969	332	342	315
IBPFAHIO_02811	327	365	339	144	144	140
IBPFAHIO_02812	177	154	143	53	53	50
IBPFAHIO_02813	115	148	137	40	46	54
IBPFAHIO_02814	123	124	119	58	44	69
IBPFAHIO_02815	226	252	231	144	130	113
IBPFAHIO_02816	13	15	19	23	31	20
IBPFAHIO_02817	190	168	232	144	151	135
IBPFAHIO_02818	605	695	845	158	132	115
IBPFAHIO_02819	13	16	19	18	16	12
IBPFAHIO_02820	12	27	13	24	23	21
IBPFAHIO_02821	62	96	91	81	71	89
IBPFAHIO_02822	33	35	33	54	48	43
IBPFAHIO_02823	48	69	58	69	72	75
IBPFAHIO_02824	120	147	137	132	149	144
IBPFAHIO_02825	190	208	210	266	305	246
IBPFAHIO_02826	116	119	126	267	261	239
IBPFAHIO_02827	148	161	155	600	597	602
IBPFAHIO_02828	169	185	174	460	417	439
IBPFAHIO_02829	50	73	59	182	206	185
IBPFAHIO_02830	570	726	656	1657	1540	1454
IBPFAHIO_02831	339	425	347	878	829	774
IBPFAHIO_02832	31	41	27	53	72	71
IBPFAHIO_02833	2309	2843	2513	7080	6436	5512
IBPFAHIO_02834	1546	1922	1722	4019	4667	4132
IBPFAHIO_02835	63	111	63	192	159	178
IBPFAHIO_02836	3	3	2	4	7	3
IBPFAHIO_02837	102	125	96	169	169	139
IBPFAHIO_02838	152	173	150	233	234	230
IBPFAHIO_02839	1	1	0	2	0	0
IBPFAHIO_02840	0	1	1	1	0	0
IBPFAHIO_02841	5	3	8	4	3	4
IBPFAHIO_02842	20	35	28	17	18	7
IBPFAHIO_02843	206	249	196	149	148	141
IBPFAHIO_02844	416	567	486	484	492	413
IBPFAHIO_02845	73	93	82	99	114	95
IBPFAHIO_02846	57	62	65	33	44	33
IBPFAHIO_02847	285	358	338	480	469	444
IBPFAHIO_02848	232	330	289	145	210	157
IBPFAHIO_02849	14	12	7	19	16	20
IBPFAHIO_02850	1099	1274	1139	324	346	354
IBPFAHIO_02851	48	44	32	15	24	16
IBPFAHIO_02852	391	446	360	482	573	495
IBPFAHIO_02853	1574	1825	1687	1268	1328	1182
IBPFAHIO_02854	844	901	830	520	502	442
IBPFAHIO_02855	320	437	371	298	359	279
IBPFAHIO_02856	308	383	324	641	663	667
IBPFAHIO_02857	27	38	30	62	89	75
IBPFAHIO_02858	590	710	657	916	1060	887
IBPFAHIO_02859	1846	1965	1815	1053	1184	1008
IBPFAHIO_02860	0	2	0	0	0	0
IBPFAHIO_02861	75	130	98	142	153	146
IBPFAHIO_02862	0	0	0	0	0	0
IBPFAHIO_02863	202	270	210	515	437	430
IBPFAHIO_02864	73	91	58	306	300	313
IBPFAHIO_02865	248	288	278	600	567	530
IBPFAHIO_02866	86	101	71	142	117	119
IBPFAHIO_02867	2	0	1	0	2	2
IBPFAHIO_02868	11	11	6	13	7	12
IBPFAHIO_02869	33	41	41	38	55	38
IBPFAHIO_02870	128	177	174	131	119	122
IBPFAHIO_02871	245	325	291	181	191	217
IBPFAHIO_02872	359	495	399	2942	2853	2703
IBPFAHIO_02873	938	1116	1039	8242	8936	7874
IBPFAHIO_02874	168	206	214	4545	5193	4692
IBPFAHIO_02875	152	164	174	184	245	158
IBPFAHIO_02876	148	166	149	991	918	809
IBPFAHIO_02877	2	0	1	1	0	0
IBPFAHIO_02878	257	352	352	33	49	38
IBPFAHIO_02879	242	263	234	188	240	200
IBPFAHIO_02880	122	122	101	182	217	184
IBPFAHIO_02881	11	15	11	7	4	11
IBPFAHIO_02882	11	6	7	10	7	9
IBPFAHIO_02883	5918	7242	6412	3155	3420	3173
IBPFAHIO_02884	261	308	244	494	429	353
IBPFAHIO_02885	455	536	469	863	915	702
IBPFAHIO_02886	109	128	112	286	289	277
IBPFAHIO_02887	25	24	27	37	47	43
IBPFAHIO_02888	271	344	363	896	754	675
IBPFAHIO_02889	84	114	99	152	155	143
IBPFAHIO_02890	1095	1342	1259	1014	1052	908
IBPFAHIO_02891	4	4	6	3	5	1
IBPFAHIO_02892	31	67	46	186	208	212
IBPFAHIO_02893	10	25	14	57	51	54
IBPFAHIO_02894	18	27	24	18	19	16
IBPFAHIO_02895	17	21	25	12	14	14
IBPFAHIO_02896	15	15	22	9	7	6
IBPFAHIO_02897	27	32	24	13	13	8
IBPFAHIO_02898	5	1	3	1	4	5
IBPFAHIO_02899	3	2	3	1	1	0
IBPFAHIO_02900	2	6	6	4	2	1
IBPFAHIO_02901	5	5	9	5	7	2
IBPFAHIO_02902	60	66	47	25	19	17
IBPFAHIO_02903	711	730	717	383	297	282
IBPFAHIO_02904	135	145	138	97	104	97
IBPFAHIO_02905	1229	1352	1215	769	776	680
IBPFAHIO_02906	747	820	754	432	385	388
IBPFAHIO_02907	41	55	45	14	22	23
IBPFAHIO_02908	190	260	229	124	101	88
IBPFAHIO_02909	209	271	230	91	98	102
IBPFAHIO_02910	309	417	367	141	156	139
IBPFAHIO_02911	17	29	22	8	7	4
IBPFAHIO_02912	65	80	70	43	44	26
IBPFAHIO_02913	55	66	48	22	27	20
IBPFAHIO_02914	267	272	249	104	109	90
IBPFAHIO_02915	28	39	48	22	15	16
IBPFAHIO_02916	34	49	27	13	26	22
IBPFAHIO_02917	35	37	48	19	31	20
IBPFAHIO_02918	205	236	221	128	126	100
IBPFAHIO_02919	20	14	11	7	7	8
IBPFAHIO_02920	133	133	147	70	64	58
IBPFAHIO_02921	97	118	92	47	53	37
IBPFAHIO_02922	52	59	45	38	27	35
IBPFAHIO_02923	1	0	0	0	0	0
IBPFAHIO_02924	0	0	0	0	0	0
IBPFAHIO_02925	0	0	0	0	0	0
IBPFAHIO_02926	0	0	0	0	0	0
IBPFAHIO_02927	39	59	42	28	18	17
IBPFAHIO_02928	140	173	157	78	80	61
IBPFAHIO_02929	1	0	3	1	1	2
IBPFAHIO_02930	511	619	493	171	217	174
IBPFAHIO_02931	575	585	589	261	252	228
IBPFAHIO_02932	106	117	99	39	25	35
IBPFAHIO_02933	108	134	133	104	104	69
IBPFAHIO_02934	878	1003	927	1059	1109	1126
IBPFAHIO_02935	1438	1774	1611	578	562	530
IBPFAHIO_02936	117	140	154	41	50	49
IBPFAHIO_02937	804	896	827	162	171	135
IBPFAHIO_02938	706	692	806	221	166	185
IBPFAHIO_02939	813	952	947	378	340	327
IBPFAHIO_02940	1119	1268	1255	603	551	490
IBPFAHIO_02941	283	337	307	167	146	139
IBPFAHIO_02942	319	395	380	261	316	238
IBPFAHIO_02943	291	374	380	180	198	183
IBPFAHIO_02944	385	430	472	187	163	136
IBPFAHIO_02945	61	88	86	33	32	32
IBPFAHIO_02946	220	251	242	97	105	106
IBPFAHIO_02947	395	404	392	146	114	127
IBPFAHIO_02948	587	643	584	1233	1431	1268
IBPFAHIO_02949	0	1	2	3	3	3
IBPFAHIO_02950	0	1	0	0	0	0
IBPFAHIO_02951	0	0	0	0	4	4
IBPFAHIO_02952	0	1	1	1	0	0
IBPFAHIO_02953	0	0	0	0	0	0
IBPFAHIO_02954	42	52	35	78	52	67
IBPFAHIO_02955	37	45	45	104	93	102
IBPFAHIO_02956	65	86	82	150	148	141
IBPFAHIO_02957	6	3	3	3	5	6
IBPFAHIO_02958	138	154	130	314	277	273
IBPFAHIO_02959	411	426	392	464	590	472
IBPFAHIO_02960	300	332	293	392	334	305
IBPFAHIO_02961	586	643	580	202	212	206
IBPFAHIO_02962	17	18	15	17	21	18
IBPFAHIO_02963	13	14	12	9	6	7
IBPFAHIO_02964	31	40	27	28	24	23
IBPFAHIO_02965	80	114	103	90	102	85
IBPFAHIO_02966	459	585	487	466	519	508
IBPFAHIO_02967	7	18	21	17	14	16
IBPFAHIO_02968	40	61	48	71	66	60
IBPFAHIO_02969	7180	10210	8593	2333	2830	2421
IBPFAHIO_02970	6287	7291	7002	1268	1486	1105
IBPFAHIO_02971	179	231	235	213	228	206
IBPFAHIO_02972	961	1182	1023	977	810	707
IBPFAHIO_02973	245	294	257	324	268	202
IBPFAHIO_02974	16	17	8	18	23	18
IBPFAHIO_02975	159	193	138	202	165	170
IBPFAHIO_02976	4	8	5	14	11	16
IBPFAHIO_02977	132	128	141	364	390	388
IBPFAHIO_02978	220	273	237	404	428	448
IBPFAHIO_02979	6	10	10	38	44	41
IBPFAHIO_02980	196	247	220	743	737	649
IBPFAHIO_02981	576	770	657	1161	1443	1175
IBPFAHIO_02982	24	29	30	59	63	47
IBPFAHIO_02983	29	37	49	72	59	55
IBPFAHIO_02984	2	3	6	7	3	3
IBPFAHIO_02985	3	2	3	11	9	12
IBPFAHIO_02986	3	5	7	15	5	8
IBPFAHIO_02987	44	49	35	95	77	71
IBPFAHIO_02988	0	0	0	0	0	0
IBPFAHIO_02989	30	49	41	69	79	77
IBPFAHIO_02990	34	35	36	70	64	53
IBPFAHIO_02991	4	8	16	32	20	29
IBPFAHIO_02992	205	207	191	37	39	27
IBPFAHIO_02993	104	88	98	26	21	23
IBPFAHIO_02994	7	10	14	1	4	3
IBPFAHIO_02995	13	17	16	16	15	12
IBPFAHIO_02996	9	13	12	27	26	27
IBPFAHIO_02997	17	28	10	32	32	29
IBPFAHIO_02998	15	13	18	36	30	32
IBPFAHIO_02999	15	41	36	93	62	73
IBPFAHIO_03000	19	23	24	51	33	40
IBPFAHIO_03001	0	0	0	0	0	0
IBPFAHIO_03002	0	0	0	0	0	0
IBPFAHIO_03003	0	0	0	0	0	0
IBPFAHIO_03004	0	0	0	0	0	0
IBPFAHIO_03005	0	0	0	0	0	0
IBPFAHIO_03006	0	0	0	0	0	0
IBPFAHIO_03007	0	0	0	0	0	0
IBPFAHIO_03008	0	0	0	0	0	0
IBPFAHIO_03009	0	0	0	0	0	0
IBPFAHIO_03010	1	0	0	0	0	0
IBPFAHIO_03011	0	0	0	0	0	0
IBPFAHIO_03012	0	0	0	0	0	0
IBPFAHIO_03013	0	0	0	0	0	0
IBPFAHIO_03014	0	0	1	1	0	1
IBPFAHIO_03015	0	0	0	0	0	0
IBPFAHIO_03016	0	0	0	0	0	0
IBPFAHIO_03017	0	0	0	0	0	0
IBPFAHIO_03018	46	60	55	39	28	42
IBPFAHIO_03019	188	216	192	98	117	128
IBPFAHIO_03020	0	0	0	0	0	0
IBPFAHIO_03021	0	0	0	0	0	0
IBPFAHIO_03022	1044	1470	1190	584	508	450
IBPFAHIO_03023	387	472	466	189	174	199
IBPFAHIO_03024	749	805	806	592	576	535
IBPFAHIO_03025	9762	12551	11739	4488	4556	3855
IBPFAHIO_03026	17	9	23	56	47	46
IBPFAHIO_03027	204	322	239	345	325	297
IBPFAHIO_03028	53	77	52	78	77	73
IBPFAHIO_03029	667	713	692	570	549	500
IBPFAHIO_03030	0	1	0	0	1	0
IBPFAHIO_03031	85	108	98	20	26	26
IBPFAHIO_03032	325	390	379	341	282	255
IBPFAHIO_03033	421	510	480	430	392	352
IBPFAHIO_03034	124067	158295	142761	27215	25434	22027
IBPFAHIO_03035	30626	35412	30870	5767	5743	5174
IBPFAHIO_03036	1863	2266	1956	1343	1306	1131
IBPFAHIO_03037	518	690	572	302	247	242
IBPFAHIO_03038	645	791	766	279	193	179
IBPFAHIO_03039	282	397	322	200	185	182
IBPFAHIO_03040	2601	3059	2835	1871	2024	1682
IBPFAHIO_03041	28	44	45	18	23	16
IBPFAHIO_03042	613	623	613	340	274	247
IBPFAHIO_03043	243	296	244	462	505	470
IBPFAHIO_03044	0	0	0	0	0	0
IBPFAHIO_03045	415	495	451	590	692	551
IBPFAHIO_03046	821	941	873	1131	1127	989
IBPFAHIO_03047	766	980	792	257	256	338
IBPFAHIO_03048	87	91	70	62	36	50
IBPFAHIO_03049	608	749	654	368	386	306
IBPFAHIO_03050	202	200	189	184	188	188
IBPFAHIO_03051	0	0	0	0	0	0
IBPFAHIO_03052	17	23	22	3	5	6
IBPFAHIO_03053	855	1054	1034	817	841	684
IBPFAHIO_03054	1774	2039	1889	1654	1696	1626
IBPFAHIO_03055	78	101	71	178	153	173
IBPFAHIO_03056	0	0	0	0	0	0
IBPFAHIO_03057	0	0	0	0	0	0
IBPFAHIO_03058	0	1	1	0	0	0
IBPFAHIO_03059	0	0	0	0	0	1
IBPFAHIO_03060	3	7	2	2	0	0
IBPFAHIO_03061	1	6	1	2	1	1
IBPFAHIO_03062	0	0	0	0	0	0
IBPFAHIO_03063	0	0	0	0	0	0
IBPFAHIO_03064	0	0	0	0	0	0
IBPFAHIO_03065	0	0	0	0	0	0
IBPFAHIO_03066	0	0	0	0	0	0
IBPFAHIO_03067	0	0	0	0	0	0
IBPFAHIO_03068	0	0	0	0	0	0
IBPFAHIO_03069	0	0	0	0	0	0
IBPFAHIO_03070	20	31	23	61	51	57
IBPFAHIO_03071	39	56	56	139	132	115
IBPFAHIO_03072	0	0	0	0	0	0
IBPFAHIO_03073	2	0	0	0	2	0
IBPFAHIO_03074	10	25	18	58	45	49
IBPFAHIO_03075	85	69	88	203	165	152
IBPFAHIO_03076	26	46	49	101	91	91
IBPFAHIO_03077	11	11	13	38	40	35
IBPFAHIO_03078	27	30	30	134	99	113
IBPFAHIO_03079	4	9	5	38	33	25
IBPFAHIO_03080	0	0	0	0	0	0
IBPFAHIO_03081	31	62	45	75	70	60
IBPFAHIO_03082	1	1	7	13	6	4
IBPFAHIO_03083	0	7	2	0	2	0
IBPFAHIO_03084	0	0	0	0	0	0
IBPFAHIO_03085	0	0	0	0	0	0
IBPFAHIO_03086	0	0	0	0	0	0
IBPFAHIO_03087	2476	2509	2145	394	447	393
IBPFAHIO_03088	6	17	6	2	1	3
IBPFAHIO_03089	0	0	0	0	0	0
IBPFAHIO_03090	585	664	612	351	303	298
IBPFAHIO_03091	55	66	49	58	53	50
IBPFAHIO_03092	563	666	666	549	468	495
IBPFAHIO_03093	103	134	136	147	131	110
IBPFAHIO_03094	5	10	4	6	6	6
IBPFAHIO_03095	10	19	15	11	8	12
IBPFAHIO_03096	1165	1237	1092	788	833	791
IBPFAHIO_03097	1197	1341	1275	680	666	614
IBPFAHIO_03098	709	794	743	1613	1859	1527
IBPFAHIO_03099	8	6	6	0	2	0
IBPFAHIO_03100	7	5	2	1	2	1
IBPFAHIO_03101	0	0	0	0	0	0
IBPFAHIO_03102	0	0	0	0	0	0
IBPFAHIO_03103	0	0	0	0	0	0
IBPFAHIO_03104	2	2	1	1	1	0
IBPFAHIO_03105	4235	5277	4766	757	651	628
IBPFAHIO_03106	1	7	4	0	3	2
IBPFAHIO_03107	0	0	1	0	0	0
IBPFAHIO_03108	0	0	0	0	0	0
IBPFAHIO_03109	0	1	3	1	0	2
IBPFAHIO_03110	0	0	0	0	0	0
IBPFAHIO_03111	0	0	0	0	0	0
IBPFAHIO_03112	0	0	0	0	0	0
IBPFAHIO_03113	0	0	0	0	0	0
IBPFAHIO_03114	0	0	0	0	0	0
IBPFAHIO_03115	168	210	189	221	337	248
IBPFAHIO_03116	768	912	831	879	929	758
IBPFAHIO_03117	204	309	265	294	291	318
IBPFAHIO_03118	246	318	262	345	324	289
IBPFAHIO_03119	44	45	43	107	102	87
IBPFAHIO_03120	48	42	48	47	31	32
IBPFAHIO_03121	258	315	246	215	212	168
IBPFAHIO_03122	0	1	1	0	1	0
IBPFAHIO_03123	0	0	0	0	0	0
IBPFAHIO_03124	0	1	0	0	0	1
IBPFAHIO_03125	0	0	0	0	0	0
IBPFAHIO_03126	0	0	0	0	0	0
IBPFAHIO_03127	0	0	1	0	0	0
IBPFAHIO_03128	162	268	233	97	99	84
IBPFAHIO_03129	259	339	283	149	144	153
IBPFAHIO_03130	46	64	45	18	16	18
IBPFAHIO_03131	41	41	44	45	56	61
IBPFAHIO_03132	9	17	15	9	9	16
IBPFAHIO_03133	28	34	31	27	13	29
IBPFAHIO_03134	13	32	30	13	27	16
IBPFAHIO_03135	43	33	52	44	34	39
IBPFAHIO_03136	8	10	8	6	8	9
IBPFAHIO_03137	10	10	20	12	14	19
IBPFAHIO_03138	13	20	18	16	11	19
IBPFAHIO_03139	5	3	12	10	6	6
IBPFAHIO_03140	19	21	20	14	14	17
IBPFAHIO_03141	5	4	3	2	1	4
IBPFAHIO_03142	60	56	54	58	73	58
IBPFAHIO_03143	45	35	37	32	44	35
IBPFAHIO_03144	46	66	47	46	35	33
IBPFAHIO_03145	1	2	3	0	1	1
IBPFAHIO_03146	43	73	56	64	38	58
IBPFAHIO_03147	422	440	447	402	380	374
IBPFAHIO_03148	1	3	2	11	6	2
IBPFAHIO_03149	10	6	3	17	20	16
IBPFAHIO_03150	5	8	8	20	6	14
IBPFAHIO_03151	18	24	16	24	33	19
IBPFAHIO_03152	6	10	8	12	9	7
IBPFAHIO_03153	9	16	22	7	15	5
IBPFAHIO_03154	2	2	1	2	0	0
IBPFAHIO_03155	35	32	43	59	44	46
IBPFAHIO_03156	23	45	36	32	46	30
IBPFAHIO_03157	116	108	102	111	88	85
IBPFAHIO_03158	5	7	8	5	7	12
IBPFAHIO_03159	38	53	30	23	21	16
IBPFAHIO_03160	4076	4653	4215	983	1195	1052
IBPFAHIO_03161	603	706	653	183	213	215
IBPFAHIO_03162	141	166	129	127	106	90
IBPFAHIO_03163	192	257	211	191	213	214
IBPFAHIO_03164	150	138	144	91	115	109
