Gene	ERR1797969	ERR1797970	ERR1797971	ERR1797972	ERR1797973	ERR1797974
IBPFAHIO_01060	9992	12120	11177	4664	5444	4796
IBPFAHIO_01061	23479	25613	23711	5828	6274	5922
IBPFAHIO_01062	162	187	183	649	741	691
IBPFAHIO_01063	4634	5227	4855	11018	10221	8733
IBPFAHIO_01064	1056	1113	1015	2064	2109	1963
IBPFAHIO_01065	2336	2599	2602	4471	4551	4091
IBPFAHIO_01066	286	358	317	865	827	806
IBPFAHIO_01067	1097	1254	1076	1642	1629	1469
IBPFAHIO_01068	278	330	278	477	499	430
IBPFAHIO_01069	223	258	276	459	454	346
IBPFAHIO_01070	16829	19766	18012	15509	15316	13934
IBPFAHIO_01071	4910	5879	5222	8777	8168	7058
IBPFAHIO_01072	6935	8551	7404	19026	19116	16350
IBPFAHIO_01073	1734	2151	1771	8448	7768	6950
IBPFAHIO_01074	6763	7101	6586	1789	2078	1705
IBPFAHIO_01075	3073	3400	3228	1190	1278	1076
IBPFAHIO_01076	3550	3961	3758	2992	2814	2667
IBPFAHIO_01077	38817	44294	42315	30842	31124	26864
IBPFAHIO_01078	591	802	672	1202	1240	1167
IBPFAHIO_01079	669	831	709	1334	1232	1103
IBPFAHIO_01080	229	226	180	642	566	519
IBPFAHIO_01081	150	173	167	1116	966	913
IBPFAHIO_01082	769	893	877	1147	1273	1133
IBPFAHIO_01083	758	932	907	171	165	184
IBPFAHIO_01084	12539	13326	12033	2646	3036	2687
IBPFAHIO_01085	1440	1874	1798	573	454	467
IBPFAHIO_01086	443	509	502	868	827	739
IBPFAHIO_01087	1308	1525	1324	9013	8691	7862
IBPFAHIO_01088	558	683	595	7560	8376	7560
IBPFAHIO_01089	5	8	5	13	18	23
IBPFAHIO_01090	18	24	17	40	32	20
IBPFAHIO_01091	6	7	10	15	16	18
IBPFAHIO_01092	12	6	11	16	9	19
IBPFAHIO_01093	1	1	5	5	7	5
IBPFAHIO_01094	25	26	29	24	46	38
IBPFAHIO_01095	18	25	26	45	33	43
IBPFAHIO_01096	3770	4426	4081	585	683	633
IBPFAHIO_01097	290	353	308	899	792	941
IBPFAHIO_01098	1064	1233	1210	2855	2660	2651
IBPFAHIO_01099	1527	1595	1501	1378	1305	1293
IBPFAHIO_01100	845	920	915	915	760	692
IBPFAHIO_01101	3062	3668	3508	951	1132	978
IBPFAHIO_01102	4405	4692	4399	1486	1366	1338
IBPFAHIO_01103	14435	16099	14694	7581	8189	7097
IBPFAHIO_01104	3968	4373	4040	3375	3169	2901
IBPFAHIO_01105	5971	6534	6085	4285	3813	3496
IBPFAHIO_01106	1358	1542	1452	734	652	631
IBPFAHIO_01107	193	211	200	469	465	464
IBPFAHIO_01108	90	105	90	236	205	169
IBPFAHIO_01109	19	18	20	41	23	30
IBPFAHIO_01110	79	74	74	175	136	127
IBPFAHIO_01111	3	0	1	4	9	8
IBPFAHIO_01112	24	25	16	31	48	36
IBPFAHIO_01113	14	17	14	31	32	26
IBPFAHIO_01114	16	18	26	40	45	45
IBPFAHIO_01115	22	15	9	22	39	25
IBPFAHIO_01116	37	45	35	47	47	50
IBPFAHIO_01117	7	7	8	5	5	8
IBPFAHIO_01118	6	10	13	16	21	13
IBPFAHIO_01119	7	10	8	14	17	11
IBPFAHIO_01120	28	16	18	7	21	15
IBPFAHIO_01121	60	64	56	88	100	81
IBPFAHIO_01122	301	368	385	505	592	518
IBPFAHIO_01123	159	155	184	73	76	59
IBPFAHIO_01124	115	126	146	172	135	137
IBPFAHIO_01125	110	111	114	183	191	165
IBPFAHIO_01126	73	78	81	156	181	137
IBPFAHIO_01127	126	133	135	291	295	262
IBPFAHIO_01128	121	141	124	358	324	337
IBPFAHIO_01129	4135	5073	4399	7247	9099	8517
IBPFAHIO_01130	3138	3640	3294	5094	4828	4319
IBPFAHIO_01131	507	540	511	1414	1279	1147
IBPFAHIO_01132	175	187	183	319	308	310
IBPFAHIO_01133	120	152	131	297	310	228
IBPFAHIO_01134	61	58	62	180	222	171
IBPFAHIO_01135	400	454	439	526	511	500
IBPFAHIO_01136	472	481	491	532	562	521
IBPFAHIO_01137	217	237	245	308	375	321
IBPFAHIO_01138	144	185	150	275	264	258
IBPFAHIO_01139	18	26	28	61	61	69
IBPFAHIO_01140	88	82	82	111	126	88
IBPFAHIO_01141	15	16	27	20	20	16
IBPFAHIO_01142	13	10	13	16	19	17
IBPFAHIO_01143	1064	1198	1073	2994	2730	2658
IBPFAHIO_01144	423	543	503	1470	1490	1459
IBPFAHIO_01145	187	224	224	90	101	80
IBPFAHIO_01146	1957	2529	2377	3883	4188	3850
IBPFAHIO_01147	106	115	106	170	191	190
IBPFAHIO_01148	21	19	21	19	18	29
IBPFAHIO_01149	14	15	13	10	3	8
IBPFAHIO_01150	725	798	1093	67	58	61
IBPFAHIO_01151	379	395	481	7	6	8
IBPFAHIO_01152	225	241	224	265	274	256
IBPFAHIO_01153	112	151	130	834	785	777
IBPFAHIO_01154	852	1014	914	1204	1139	1036
IBPFAHIO_01155	1057	1313	1098	1699	1555	1394
IBPFAHIO_01156	84	53	56	138	143	108
IBPFAHIO_01157	992	1131	1001	1482	1499	1310
IBPFAHIO_01158	1667	1986	1822	44948	46620	37905
IBPFAHIO_01159	1538	1682	1455	34543	31535	29068
IBPFAHIO_01160	425	485	440	1101	987	933
IBPFAHIO_01161	6129	7225	6502	22956	22753	20218
IBPFAHIO_01162	34504	41462	39009	8249	8201	7447
IBPFAHIO_01163	353	427	438	1291	1332	1302
IBPFAHIO_01164	1861	2099	1951	5768	4813	4473
IBPFAHIO_01165	1885	2136	1970	4647	5118	3751
IBPFAHIO_01166	1402	1800	1586	6157	6415	5704
IBPFAHIO_01167	875	1069	952	5413	5146	4543
IBPFAHIO_01168	526	526	423	459	478	477
IBPFAHIO_01169	307	409	375	1482	1707	1493
IBPFAHIO_01170	75	86	77	96	77	88
IBPFAHIO_01171	0	0	1	0	0	0
IBPFAHIO_01172	3292	4331	3901	8240	8149	7654
IBPFAHIO_01199	0	0	0	0	0	0
IBPFAHIO_01200	14258	16886	15758	37592	40511	35288
IBPFAHIO_01201	1432	1556	1390	3121	3096	2865
IBPFAHIO_01202	917	1117	1018	3564	3331	2795
IBPFAHIO_01203	27060	30424	28798	32845	25569	23544
IBPFAHIO_01204	3776	4283	3939	6451	6105	5150
IBPFAHIO_01205	2005	2188	2096	2685	2237	2304
IBPFAHIO_01206	7003	8617	7946	7983	8940	8082
IBPFAHIO_01207	3273	3583	3413	3689	3684	3587
IBPFAHIO_01208	415	366	409	1086	1042	876
IBPFAHIO_01209	881	1041	895	2478	2237	2268
IBPFAHIO_01210	4755	5375	4981	10760	10341	9079
IBPFAHIO_01211	259	283	266	771	748	676
IBPFAHIO_01212	18273	21746	19845	74279	83939	76212
IBPFAHIO_01213	3196	3738	3671	4364	4453	4189
IBPFAHIO_01214	1573	1605	1574	2421	1989	1819
IBPFAHIO_01215	121	131	141	339	327	306
IBPFAHIO_01216	3238	3753	3354	2466	2630	2335
IBPFAHIO_01217	221312	260671	237458	68136	70859	64878
IBPFAHIO_01218	838	1140	1011	1189	1066	1279
IBPFAHIO_01219	5275	5893	5328	5601	5250	4718
IBPFAHIO_01220	4488	4729	4538	3597	3197	2891
IBPFAHIO_01221	1563	1795	1660	1098	1151	1107
IBPFAHIO_01222	5703	6292	5541	3913	3905	3471
IBPFAHIO_01223	12834	14434	13572	19499	19651	17892
IBPFAHIO_01224	3849	4442	4042	7216	7251	6223
IBPFAHIO_01225	3969	4590	4242	7072	6526	5922
IBPFAHIO_01226	2146	2371	2233	4226	3989	3495
IBPFAHIO_01227	1491	1590	1450	2131	1934	1693
IBPFAHIO_01228	3871	4374	4100	5333	4816	4463
IBPFAHIO_01229	9249	10308	9589	5414	5307	4302
IBPFAHIO_01230	16075	17886	15434	11159	10160	9024
IBPFAHIO_01231	537	596	524	950	823	780
IBPFAHIO_01232	1190	1335	1217	2017	1958	1675
IBPFAHIO_01233	331	342	314	572	404	373
IBPFAHIO_01234	588	623	626	826	804	702
IBPFAHIO_01235	6446	7126	7118	3192	3089	2814
IBPFAHIO_01236	1499	1751	1576	850	670	582
IBPFAHIO_01237	5291	6293	5334	9202	9023	8847
IBPFAHIO_01238	7096	8511	7518	13365	14270	12472
IBPFAHIO_01239	1937	2259	1923	3915	4110	3533
IBPFAHIO_01240	239	271	298	678	603	678
IBPFAHIO_01241	353	453	394	886	863	843
IBPFAHIO_01242	425	527	488	1690	1913	1764
IBPFAHIO_01243	3332	3736	3625	4384	4209	3721
IBPFAHIO_01244	4659	5417	5077	5319	5357	4726
IBPFAHIO_01245	1201	1446	1344	1426	1947	1546
IBPFAHIO_01246	26887	29924	29088	21881	20659	19776
IBPFAHIO_01247	13463	15984	14937	15816	14524	13405
IBPFAHIO_01248	1229	1416	1288	3323	3134	2968
IBPFAHIO_01249	2493	2823	2561	4093	4266	4003
IBPFAHIO_01250	5347	5647	5521	7491	7267	6689
IBPFAHIO_01251	1875	2352	2045	2784	2803	2567
IBPFAHIO_01252	999	1175	1049	1707	1595	1454
IBPFAHIO_01253	2109	2232	2205	2358	2322	1985
IBPFAHIO_01254	1264	1462	1330	1178	1056	984
IBPFAHIO_01255	5256	6323	5339	3346	3153	2962
IBPFAHIO_01256	11	8	8	85	100	88
IBPFAHIO_01257	1030	1053	1079	3048	2628	2389
IBPFAHIO_01258	1632	1808	1749	3722	4812	3865
IBPFAHIO_01259	483	611	528	1713	1924	1684
IBPFAHIO_01260	1659	1956	1734	6152	6569	5695
IBPFAHIO_01261	833	887	807	2279	2136	1976
IBPFAHIO_01262	11606	13267	11770	18481	20162	17981
IBPFAHIO_01263	3718	4128	4054	3824	3793	3364
IBPFAHIO_01264	4318	4881	4491	6579	5708	4974
IBPFAHIO_01265	1448	1806	1585	2143	2017	1751
IBPFAHIO_01266	1201	1366	1249	1674	1651	1553
IBPFAHIO_01267	3284	3791	3240	4816	4698	4345
IBPFAHIO_01268	1171	1371	1215	2060	2246	1928
IBPFAHIO_01269	761	904	859	573	408	399
IBPFAHIO_01270	6	5	6	29	28	27
IBPFAHIO_01271	1	0	1	5	2	2
IBPFAHIO_01272	1480	1744	1666	928	881	804
IBPFAHIO_01273	58	67	58	373	381	435
IBPFAHIO_01274	423	463	471	281	312	281
IBPFAHIO_01275	120	109	125	368	422	413
IBPFAHIO_01276	90	107	102	466	514	455
IBPFAHIO_01277	85	94	81	665	676	613
IBPFAHIO_01278	4944	5542	5261	16915	16594	15311
IBPFAHIO_01279	1713	1912	1856	504	426	448
IBPFAHIO_01280	62	71	54	74	80	73
IBPFAHIO_01281	207	210	220	325	363	348
IBPFAHIO_01282	190	187	173	1160	1287	1117
IBPFAHIO_01283	207	281	232	1597	1679	1528
IBPFAHIO_01284	12	13	14	9	8	15
IBPFAHIO_01285	146	157	166	132	135	123
IBPFAHIO_01286	363	388	415	376	375	355
IBPFAHIO_01287	1249	1358	1156	212	202	172
IBPFAHIO_01288	242	244	230	208	217	173
IBPFAHIO_01289	100	140	136	74	72	93
IBPFAHIO_01290	3	4	2	4	2	7
IBPFAHIO_01291	137	134	116	524	475	582
IBPFAHIO_01292	68	103	129	511	484	399
IBPFAHIO_01293	870	970	950	1022	1081	924
IBPFAHIO_01294	667	670	651	3454	3569	3128
IBPFAHIO_01295	380	452	417	610	557	563
IBPFAHIO_01296	973	1048	926	2975	2856	2538
IBPFAHIO_01297	61	83	68	27	27	34
IBPFAHIO_01298	2016	2507	2203	835	829	744
IBPFAHIO_01299	849	1041	894	1343	1257	1070
IBPFAHIO_01300	397	441	421	622	538	472
IBPFAHIO_01301	170	213	208	85	83	64
IBPFAHIO_01302	656	875	741	314	287	266
IBPFAHIO_01303	1	2	1	6	7	4
IBPFAHIO_01304	69	89	96	127	147	135
IBPFAHIO_01305	7	13	10	4	6	5
IBPFAHIO_01306	13	9	10	7	6	5
IBPFAHIO_01307	5	8	7	6	4	10
IBPFAHIO_01308	110	98	97	104	130	106
IBPFAHIO_01309	0	0	0	0	0	0
IBPFAHIO_01310	41	36	38	62	51	47
IBPFAHIO_01311	2479	2913	2678	1414	1305	1198
IBPFAHIO_01312	182	238	222	106	119	98
IBPFAHIO_01313	8	6	8	6	4	3
IBPFAHIO_01314	12	14	15	8	7	4
IBPFAHIO_01315	4	7	9	2	0	4
IBPFAHIO_01316	9	9	20	7	16	8
IBPFAHIO_01317	2	0	3	5	4	6
IBPFAHIO_01318	0	0	0	0	0	0
IBPFAHIO_01319	7	15	10	33	23	23
IBPFAHIO_01320	12	21	14	17	21	16
IBPFAHIO_01321	35	21	32	41	35	41
IBPFAHIO_01322	10	12	12	42	36	53
IBPFAHIO_01323	41	44	53	116	130	132
IBPFAHIO_01324	338	390	317	917	987	902
IBPFAHIO_01325	237	269	210	643	690	600
IBPFAHIO_01326	40	49	54	125	151	131
IBPFAHIO_01327	41	56	59	197	234	197
IBPFAHIO_01328	38	47	40	121	98	95
IBPFAHIO_01329	1020	1221	1045	2499	2573	2463
IBPFAHIO_01330	54	72	43	84	116	84
IBPFAHIO_01331	97	111	94	210	217	183
IBPFAHIO_01332	14	24	16	11	17	10
IBPFAHIO_01333	20	31	25	7	8	5
IBPFAHIO_01334	28	40	46	115	121	117
IBPFAHIO_01335	4	7	7	24	27	49
IBPFAHIO_01336	48	48	35	149	180	144
IBPFAHIO_01337	301	314	314	1044	970	879
IBPFAHIO_01338	7	8	14	22	27	32
IBPFAHIO_01339	59	54	67	37	34	38
IBPFAHIO_01340	928	1060	994	817	782	732
IBPFAHIO_01341	616	725	675	514	564	451
IBPFAHIO_01342	34	47	52	35	32	39
IBPFAHIO_01343	263	290	254	219	226	208
IBPFAHIO_01344	20	21	17	23	12	15
IBPFAHIO_01345	80	122	77	97	93	89
IBPFAHIO_01346	300	374	323	304	294	302
IBPFAHIO_01347	147	200	187	123	107	147
IBPFAHIO_01348	63	78	49	51	46	49
IBPFAHIO_01349	25	34	21	21	11	12
IBPFAHIO_01350	17	30	26	17	21	23
IBPFAHIO_01351	15	20	13	25	35	23
IBPFAHIO_01352	195	253	244	187	236	194
IBPFAHIO_01353	22	23	20	10	17	12
IBPFAHIO_01354	62	57	55	39	43	24
IBPFAHIO_01355	755	826	748	513	537	493
IBPFAHIO_01356	407	490	465	291	243	230
IBPFAHIO_01357	96	161	121	69	72	73
IBPFAHIO_01358	2	1	0	0	1	0
IBPFAHIO_01359	512	591	501	421	439	392
IBPFAHIO_01360	340	392	320	213	213	229
IBPFAHIO_01361	3373	4201	3712	34913	33191	34623
IBPFAHIO_01362	2883	3328	3155	56321	57863	57571
IBPFAHIO_01363	15530	18536	17062	18747	22693	19735
IBPFAHIO_01364	830	923	907	1126	1126	1032
IBPFAHIO_01365	55	61	44	122	80	109
IBPFAHIO_01366	1713	1683	1499	181	156	143
IBPFAHIO_01367	20	22	17	40	55	57
IBPFAHIO_01368	41	33	33	142	117	137
IBPFAHIO_01369	42	44	46	67	83	77
IBPFAHIO_01370	11	11	12	15	19	16
IBPFAHIO_01371	4	4	4	6	9	6
IBPFAHIO_01372	4	6	4	12	18	5
IBPFAHIO_01373	7	9	6	19	20	17
IBPFAHIO_01374	14	15	10	26	31	34
IBPFAHIO_01375	6	12	16	16	19	14
IBPFAHIO_01376	10	16	15	33	41	30
IBPFAHIO_01377	1201	1332	1223	1325	1429	1204
IBPFAHIO_01378	26601	30009	27910	72553	66610	63226
IBPFAHIO_01379	28419	31594	29327	73160	68778	64848
IBPFAHIO_01380	334	431	356	512	500	473
IBPFAHIO_01381	128	180	138	216	222	192
IBPFAHIO_01382	331	392	345	368	387	290
IBPFAHIO_01383	2240	2595	2277	1969	2174	1865
IBPFAHIO_01384	2520	2613	2411	1771	1716	1398
IBPFAHIO_01385	2432	2745	2476	11394	11537	10043
IBPFAHIO_01386	1051	1245	1175	1923	2117	2013
IBPFAHIO_01387	362	399	365	867	744	775
IBPFAHIO_01388	327	393	371	836	895	776
IBPFAHIO_01389	2554	3041	3518	6935	6573	6021
IBPFAHIO_01390	6180	7104	7766	8276	7346	6954
IBPFAHIO_01391	1026	1152	1150	1580	1575	1374
IBPFAHIO_01392	63	59	80	259	276	264
IBPFAHIO_01393	3576	3923	3786	7962	7729	7143
IBPFAHIO_01394	2113	2199	2378	6374	6191	5559
IBPFAHIO_01395	950	1028	1031	4471	5367	4582
IBPFAHIO_01396	15010	17664	16754	9739	10438	9271
IBPFAHIO_01397	1030	1090	1062	692	752	821
IBPFAHIO_01407	1844	1976	1944	2725	2340	2089
IBPFAHIO_01408	1781	1957	1789	1560	1396	1375
IBPFAHIO_01409	2319	2746	2335	5468	5020	4745
IBPFAHIO_01410	28502	32541	29858	16271	14990	13828
IBPFAHIO_01411	3165	3628	3378	6721	6891	6459
IBPFAHIO_01412	5307	6281	5978	11341	10670	9543
IBPFAHIO_01413	547	576	523	1041	836	882
IBPFAHIO_01414	1912	2207	2051	4766	4033	3954
IBPFAHIO_01415	1138	1359	1192	3733	3827	3346
IBPFAHIO_01416	643	687	619	2094	2190	2053
IBPFAHIO_01417	2769	3187	3009	9018	9242	8424
IBPFAHIO_01418	309	332	299	1158	1204	1083
IBPFAHIO_01419	812	898	803	3211	2632	2437
IBPFAHIO_01420	19	30	21	127	162	117
IBPFAHIO_01421	3833	4346	3835	6092	5962	5557
IBPFAHIO_01422	1865	2230	1873	6487	6725	6083
IBPFAHIO_01423	442	481	423	2063	1668	1593
IBPFAHIO_01424	198	301	246	1073	1273	1431
IBPFAHIO_01425	6563	7658	7176	10654	10481	9435
IBPFAHIO_01426	3690	4475	3962	5179	5540	4983
IBPFAHIO_01427	669	898	797	1129	1144	1153
IBPFAHIO_01428	3683	4143	3696	7221	6679	6372
IBPFAHIO_01429	8866	9992	8844	18493	17109	15695
IBPFAHIO_01430	20089	22583	20956	41578	39364	33556
IBPFAHIO_01431	3121	3802	3551	13716	12369	12457
IBPFAHIO_01432	14284	14319	14342	37338	32974	30073
IBPFAHIO_01433	3011	3862	3719	10259	12360	12657
IBPFAHIO_01434	3	0	1	3	3	1
IBPFAHIO_01435	4014	4353	4437	5136	4901	4291
IBPFAHIO_01436	1891	2144	1912	2841	2749	2439
IBPFAHIO_01437	1845	2209	1930	4296	4225	3776
IBPFAHIO_01438	29604	34522	31146	11770	11481	10168
IBPFAHIO_01439	2481	2749	2533	6432	5373	4693
IBPFAHIO_01440	2153	2452	2326	11055	11177	10241
IBPFAHIO_01441	2612	3101	3030	1848	2276	1888
IBPFAHIO_01442	2819	3056	3075	1226	1358	1238
IBPFAHIO_01443	722	929	817	1140	1086	1065
IBPFAHIO_01444	320	491	428	550	721	644
IBPFAHIO_01445	136	156	160	685	716	645
IBPFAHIO_01446	1	2	5	13	14	8
IBPFAHIO_01447	79	138	118	277	326	289
IBPFAHIO_01448	404	437	445	1256	1363	1152
IBPFAHIO_01449	402	482	375	1201	1375	1247
IBPFAHIO_01450	48	48	39	56	54	48
IBPFAHIO_01451	64	63	71	108	125	91
IBPFAHIO_01452	4	5	1	7	10	6
IBPFAHIO_01453	92	79	105	150	133	106
IBPFAHIO_01454	548	647	616	515	598	468
IBPFAHIO_01455	391	457	405	508	546	485
IBPFAHIO_01456	28	16	24	42	59	40
IBPFAHIO_01457	10	19	8	18	32	21
IBPFAHIO_01458	23	31	31	51	39	35
IBPFAHIO_01459	67	93	94	144	107	144
IBPFAHIO_01460	22234	25184	23235	51720	54455	48806
IBPFAHIO_01461	2827	3418	3169	5024	4671	4583
IBPFAHIO_01462	1019	1158	980	1791	1704	1442
IBPFAHIO_01463	633	676	669	952	1014	972
IBPFAHIO_01464	2125	2424	2022	10959	9747	9081
IBPFAHIO_01465	3235	3716	3150	8992	7924	7495
IBPFAHIO_01466	1295	1416	1335	4188	2939	2852
IBPFAHIO_01467	53139	61597	56142	37672	33309	29953
IBPFAHIO_01468	16710	19696	16835	20288	17479	15992
IBPFAHIO_01469	8055	9811	8733	10938	9483	8755
IBPFAHIO_01470	5742	6865	5997	7892	7079	6575
IBPFAHIO_01471	5779	7197	6304	9634	9506	9195
IBPFAHIO_01472	5882	6980	5894	7822	7698	7330
IBPFAHIO_01473	7855	8733	7875	6962	6388	5935
IBPFAHIO_01474	16970	22372	20032	63500	79122	66476
IBPFAHIO_01475	3075	3697	3353	6332	6941	6237
IBPFAHIO_01476	1413	1886	1728	3242	3435	2866
IBPFAHIO_01477	9969	11306	10878	61169	61898	58205
IBPFAHIO_01478	11761	13415	12950	61966	57686	55625
IBPFAHIO_01479	37677	41350	39603	146861	139883	135663
IBPFAHIO_01480	97994	118563	112924	356164	363055	334580
IBPFAHIO_01481	1422	1787	1750	11611	11049	11167
IBPFAHIO_01482	10877	11951	10991	67364	53619	47314
IBPFAHIO_01483	5560	6532	6015	28797	32170	30995
IBPFAHIO_01484	3525	3707	3453	15820	16423	15114
IBPFAHIO_01485	9484	11510	10425	52368	58500	53642
IBPFAHIO_01486	3802	4454	3826	28788	29521	25792
IBPFAHIO_01487	4110	4960	4485	30793	27467	25667
IBPFAHIO_01488	13911	15564	13943	94993	77885	76176
IBPFAHIO_01489	5799	6899	6630	43651	37018	33275
IBPFAHIO_01490	1921	2115	1853	10953	14377	14100
IBPFAHIO_01491	7855	9220	8603	58068	63934	51395
IBPFAHIO_01492	4330	5095	4581	33191	31823	30838
IBPFAHIO_01493	9883	10492	9494	70959	67376	59393
IBPFAHIO_01494	4848	5891	5403	39399	36637	36061
IBPFAHIO_01495	2616	3447	3015	25386	23839	20419
IBPFAHIO_01496	4070	5490	4844	33568	36710	36546
IBPFAHIO_01497	7237	8255	8001	47021	46226	41572
IBPFAHIO_01498	5682	6602	6344	47240	44100	39315
IBPFAHIO_01499	8986	9495	9463	62860	61509	53990
IBPFAHIO_01500	1664	2057	1815	13201	13473	11935
IBPFAHIO_01501	5773	6812	5774	52722	43865	45522
IBPFAHIO_01502	19270	21655	19925	165011	155025	138289
IBPFAHIO_01503	4988	5772	5652	50356	49092	44660
IBPFAHIO_01504	2670	2827	2679	22193	16905	17044
IBPFAHIO_01505	2998	3171	2758	20569	17998	18443
IBPFAHIO_01506	4463	5327	4901	27933	29926	26854
IBPFAHIO_01507	2989	3968	3428	23731	23237	21966
IBPFAHIO_01508	12313	14228	12859	86669	69911	72341
IBPFAHIO_01509	16978	18053	17804	102507	101557	88144
IBPFAHIO_01510	2650	2927	2823	2930	2630	2342
IBPFAHIO_01511	3268	3556	3241	3528	3254	2902
IBPFAHIO_01512	1604	1905	1727	1508	1478	1337
IBPFAHIO_01513	549	597	546	1280	1239	1017
IBPFAHIO_01514	647	816	738	1379	1239	1126
IBPFAHIO_01515	140	194	167	242	210	232
IBPFAHIO_01516	127	151	144	155	166	130
IBPFAHIO_01517	28	48	43	28	31	27
IBPFAHIO_01518	492	556	463	64	79	75
IBPFAHIO_01519	1256	1530	1377	54	50	41
IBPFAHIO_01520	19	24	17	89	92	70
IBPFAHIO_01521	18	19	13	53	33	39
IBPFAHIO_01522	4370	4940	4493	4106	4143	3625
IBPFAHIO_01523	3994	4279	4057	6419	7350	7238
IBPFAHIO_01524	1984	2444	2211	2497	2465	2384
IBPFAHIO_01525	32176	37528	34279	40256	41374	35813
IBPFAHIO_01526	5304	6470	5486	7199	6869	6205
IBPFAHIO_01527	6454	7073	6571	11475	10975	9567
IBPFAHIO_01528	3098	3504	3061	9451	8553	9466
IBPFAHIO_01529	64	101	55	27	26	40
IBPFAHIO_01530	5926	6406	6137	2746	2254	2162
IBPFAHIO_01531	6090	6746	6528	3764	3342	3138
IBPFAHIO_01532	2904	3623	3336	1822	1713	1663
IBPFAHIO_01533	2685	3125	3312	1959	1879	1710
IBPFAHIO_01534	42736	51543	48673	12795	12416	11663
IBPFAHIO_01535	1674	1914	1751	2914	3099	2712
IBPFAHIO_01536	14279	15914	14331	15912	15806	14495
IBPFAHIO_01537	1306	1649	1496	2455	2230	1953
IBPFAHIO_01538	2977	3574	3275	4822	4286	4116
IBPFAHIO_01539	5251	5967	5316	7264	6897	6219
IBPFAHIO_01540	1620	2162	1912	569	605	625
IBPFAHIO_01541	4099	4908	4711	89	84	81
IBPFAHIO_01542	8242	8664	9239	199	185	139
IBPFAHIO_01543	5135	5523	5802	136	160	106
IBPFAHIO_01544	15868	18211	19726	357	344	285
IBPFAHIO_01545	9	12	14	30	44	33
IBPFAHIO_01546	45	45	58	82	86	77
IBPFAHIO_01547	19	22	25	86	109	96
IBPFAHIO_01548	4	6	4	14	16	13
IBPFAHIO_01549	4318	4864	4263	2444	2875	2473
IBPFAHIO_01550	3234	3691	3431	1663	1517	1461
IBPFAHIO_01551	6	4	9	14	10	19
IBPFAHIO_01552	15	14	22	60	64	53
IBPFAHIO_01553	45	58	50	138	158	139
IBPFAHIO_01554	0	1	2	3	5	0
IBPFAHIO_01555	2639	3301	3122	17407	16524	15959
IBPFAHIO_01556	178	201	226	390	345	299
IBPFAHIO_01557	193	273	263	559	596	530
IBPFAHIO_01558	1102	1185	1142	1771	1801	1635
IBPFAHIO_01559	93	96	92	115	141	122
IBPFAHIO_01560	1236	1418	1330	2243	2010	1910
IBPFAHIO_01561	2409	2684	2599	998	1041	1017
IBPFAHIO_01562	24433	31411	27822	546	556	458
IBPFAHIO_01563	8481	9740	9259	46583	52999	51146
IBPFAHIO_01564	246	308	259	1126	1255	1134
IBPFAHIO_01565	539	563	521	1857	1626	1521
IBPFAHIO_01566	1088	1201	1182	2153	2170	1965
IBPFAHIO_01567	474	525	503	1442	1287	1267
IBPFAHIO_01568	277	313	283	610	601	563
IBPFAHIO_01569	3466	4133	3724	8254	8397	7202
IBPFAHIO_01570	3484	3932	3713	6666	6030	5276
IBPFAHIO_01571	1151	1300	1292	2704	2566	2068
IBPFAHIO_01572	386	379	391	2554	3053	2707
IBPFAHIO_01573	559	709	596	1290	1242	1160
IBPFAHIO_01574	2617	2987	2710	1296	1360	1186
IBPFAHIO_01575	1758	2093	1896	2894	3249	3038
IBPFAHIO_01576	3593	3873	3581	5896	5410	4866
IBPFAHIO_01577	1399	1360	1318	2094	1938	1787
IBPFAHIO_01578	3806	3966	3890	4925	4811	4532
IBPFAHIO_01579	11939	13082	13789	5494	5741	4253
IBPFAHIO_01580	66	119	73	29	60	58
IBPFAHIO_01581	11736	13783	12726	2428	2616	2420
IBPFAHIO_01582	1564	1928	1622	818	934	884
IBPFAHIO_01583	1559	2271	1837	1151	1209	1273
IBPFAHIO_01584	5463	5736	5339	4676	4650	4354
IBPFAHIO_01585	7868	8634	8342	7548	7365	6849
IBPFAHIO_01586	2364	2800	2546	1803	1722	1682
IBPFAHIO_01587	680	677	694	872	857	913
IBPFAHIO_01588	545	563	574	1044	1047	907
IBPFAHIO_01589	1625	1722	1588	1816	1710	1578
IBPFAHIO_01590	2049	2227	2167	1709	1693	1626
IBPFAHIO_01591	387	513	470	1562	1592	1568
IBPFAHIO_01592	9060	11422	11242	29348	27805	19847
IBPFAHIO_01593	22354	24471	22787	22000	21753	20029
IBPFAHIO_01594	72	84	98	102	103	91
IBPFAHIO_01595	6706	7869	7244	7672	7530	6759
IBPFAHIO_01596	894	973	896	1048	1022	929
IBPFAHIO_01597	4681	5671	5305	3046	2949	2820
IBPFAHIO_01598	2556	2747	2632	953	922	874
IBPFAHIO_01599	8909	10194	9484	2569	2367	2120
IBPFAHIO_01600	2085	2327	2108	2121	2393	2085
IBPFAHIO_01601	782	872	819	814	862	785
IBPFAHIO_01602	1689	1840	1645	5486	5583	5500
IBPFAHIO_01603	1	4	2	7	6	8
IBPFAHIO_01604	1	2	2	1	3	1
IBPFAHIO_01605	3	10	3	13	20	15
IBPFAHIO_01606	255	249	233	664	544	517
IBPFAHIO_01607	424	515	504	855	883	798
IBPFAHIO_01608	621	686	624	1386	1460	1299
